"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng"
"x406437233","x1103508278615654400",2019-03-07 04:10:50,"chaddavidpape","I think I have a fever. I feel like many, many butts.","Twitter for iPhone",53,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chaddavidpape/status/1103508278615654400","chad","Manhattan, KS","Dad, husband, musician/teacher, crusher of dreams. Personal account.",,FALSE,829,759,13,26319,3,2011-11-06 18:16:21,FALSE,,,"en","https://pbs.twimg.com/profile_banners/406437233/1485703184","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1092632294966394880/CtPi8lEN_normal.jpg",,
"x2840176419","x1103505569212710912",2019-03-07 04:00:04,"beckysphone1981","goodness gracious great balls of fire what a fucking week. holy shit this one is for the record books folks bout ten days of bs and now adam and my mom are sick Adams got a fever at least the cold is temporary. fuck. i must attempt sleep again.","Twitter Web Client",244,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/4ec01c9dbc693497.json","Florida","Florida, USA","admin","United States","US","NA NA","NA NA","-87.634643 -79.974307 -79.974307 -87.634643 24.396308 24.396308 31.001056 31.001056","https://twitter.com/beckysphone1981/status/1103505569212710912","B.A.","i hate florida. ","I always get the shit end of the stick i want the stick end damnnit!! - Me",,FALSE,447,184,13,89281,38383,2014-10-21 15:39:37,FALSE,,,"en","https://pbs.twimg.com/profile_banners/2840176419/1476506673","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/597714207094611968/UpdL975n_normal.png",27.698682,-83.804475
"x2518092811","x1103500943029665794",2019-03-07 03:41:41,"helladakota","“oh my god my boobs have a fever”","Twitter for iPhone",33,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/helladakota/status/1103500943029665794","dak ❄️","dsm","trust the universe","https://t.co/ZDcTTaICZA",FALSE,875,919,6,26191,18636,2014-05-23 15:22:48,FALSE,"https://t.co/ZDcTTaICZA","http://vsco.co/helladakota","en","https://pbs.twimg.com/profile_banners/2518092811/1550722268","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1092932378308292612/UIwisScl_normal.jpg",,
"x2597654402","x1103500883050942465",2019-03-07 03:41:27,"logwebkra","My roommate had a fever dream based around women’s suffrage","Twitter for iPhone",59,,,,FALSE,FALSE,1,1,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/logwebkra/status/1103500883050942465","Jake’s fan account","Chico, CA","","https://t.co/XP204glr89",FALSE,206,234,2,3333,21654,2014-07-01 08:49:14,FALSE,"https://t.co/XP204glr89","http://jakearmendariz.com","en","https://pbs.twimg.com/profile_banners/2597654402/1551253211","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1103434885262323712/MjXF4THk_normal.jpg",,
"x801297872662724608","x1103494616848883712",2019-03-07 03:16:33,"xstaggerxleex","@EternalDragonX1 He has a fever for sure but he was also downstairs in my in-laws basement and they keep it fucking hot as hell down there","Twitter for Android",121,"x1103491993685159937","x776818422281801728","EternalDragonX1",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x776818422281801728","EternalDragonX1","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/xstaggerxleex/status/1103494616848883712","🦄 xstaggerxleex 🦄 #teamEKSA #indieselect","Earth","prodadthom@gmail.com 
https://t.co/OpFaUD7JJh https://t.co/NYIb34BJPA
https://t.co/TCBlCzYO3D
#teamEKSA #indieselet team member",,FALSE,1449,550,3,28918,24408,2016-11-23 05:34:35,FALSE,,,"en","https://pbs.twimg.com/profile_banners/801297872662724608/1549079573","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1048010949615992832/2GVQMf0B_normal.jpg",,
"x3424025818","x1103494543641665536",2019-03-07 03:16:15,"MCATDT15","@mangosandy82 Thanks this bacterial infection has sucked but I am feeling better tonight just still have a fever","Twitter for iPhone",98,"x1103494176682008576","x873664332244148226","mangosandy82",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x873664332244148226","mangosandy82","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MCATDT15/status/1103494543641665536","Bandcamp/The Quiet blank... haha","Celebration, FL","My name is Jennifer. ghost investigator. Medium. Florida State University Marching Chiefs Alumni. #MCATDT! Sax Teacher. UCF alumni!",,FALSE,234,426,14,27216,9358,2015-08-15 12:42:34,FALSE,,,"en","https://pbs.twimg.com/profile_banners/3424025818/1537015156","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/965727506245541888/3OccxSMB_normal.jpg",,
"x3424025818","x1103491418025279488",2019-03-07 03:03:50,"MCATDT15","Still have a fever, so if that is the case tomorrow and Friday I am skipping Sax Fest and Disney this weekend so my friends don't yell at me to rest more lol lol. 🤣🤣 This bacterial infection sucks ass. #overit https://t.co/s3zdE8kQR4","Twitter Web Client",209,,,,FALSE,FALSE,1,0,"overit",,,,,"http://pbs.twimg.com/tweet_video_thumb/D1Bjl-RWkAEsl5i.jpg","https://t.co/s3zdE8kQR4","https://twitter.com/MCATDT15/status/1103491418025279488/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/D1Bjl-RWkAEsl5i.jpg","https://t.co/s3zdE8kQR4","https://twitter.com/MCATDT15/status/1103491418025279488/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MCATDT15/status/1103491418025279488","Bandcamp/The Quiet blank... haha","Celebration, FL","My name is Jennifer. ghost investigator. Medium. Florida State University Marching Chiefs Alumni. #MCATDT! Sax Teacher. UCF alumni!",,FALSE,234,426,14,27216,9358,2015-08-15 12:42:34,FALSE,,,"en","https://pbs.twimg.com/profile_banners/3424025818/1537015156","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/965727506245541888/3OccxSMB_normal.jpg",,
"x4825979145","x1103494315412766720",2019-03-07 03:15:21,"nyazuline","i been sick the past 2 days but not like SICK sick  like i dont have a fever i just feel physically uncomfortable and sick in the guts i think","Twitter Web Client",142,,,,FALSE,FALSE,3,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nyazuline/status/1103494315412766720","Home For Infinite Losers","Ohio, USA","neon - (he/they) - ♑ art: @steelix666_ [ko-fi: https://t.co/lslmPagBv5]","https://t.co/hJV1Scmqfk",FALSE,3005,257,38,93021,137180,2016-01-19 01:50:02,FALSE,"https://t.co/hJV1Scmqfk","https://nyaazuline.carrd.co/#","en","https://pbs.twimg.com/profile_banners/4825979145/1500661495","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1093266867031080973/qPMCLEMn_normal.jpg",,
"x24662384","x1103492426268700672",2019-03-07 03:07:50,"garbagebby","@cooperhill Hey Chris will you @ me next time you do a Grinch? I've got a fever and the only prescription is more doggy overbite. Want to possess some of your art but it's so hard to make a choice!","Twitter for Android",185,"x1103491742005952513","x19971161","cooperhill",FALSE,FALSE,2,0,,,,,,,,,,,,,,"x19971161","cooperhill","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/300bcc6e23a88361.json","Seattle","Seattle, WA","city","United States","US","NA NA","NA NA","-122.436232 -122.2249728 -122.2249728 -122.436232 47.4953154 47.4953154 47.734319 47.734319","https://twitter.com/garbagebby/status/1103492426268700672","human garbage baby","Seattle","",,FALSE,137,57,1,13999,1885,2009-03-16 07:13:11,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/706980973397745664/2qcuwpHB_normal.jpg",47.6148172,-122.3306024
"x716459256074149889","x1103492058579267586",2019-03-07 03:06:23,"ramona_ebooks","I have a fever (aye aye)","twittbot.net",24,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ramona_ebooks/status/1103492058579267586","Marilyn Manson Taint","Hell, MI","My tits are burning | bot run by @homeruncomet | icon by @official_shiro | nsfw",,FALSE,59,82,0,45611,0,2016-04-03 02:56:12,FALSE,,,"en","https://pbs.twimg.com/profile_banners/716459256074149889/1468788051",,"http://pbs.twimg.com/profile_images/754777612975767552/N2gcPUn7_normal.jpg",,
