"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng"
"x229560233","x1102133312049553409",2019-03-03 09:07:12,"SMII_Much","I’ve had the flu for the last 4 days and have been absolutely miserable... 😩","Twitter for iPhone",76,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/e0060cda70f5f341.json","Texas","Texas, USA","admin","United States","US","NA NA","NA NA","-106.645646 -93.508131 -93.508131 -106.645646 25.837092 25.837092 36.500695 36.500695","https://twitter.com/SMII_Much/status/1102133312049553409","♏️ORE.Shawn","#D[M]V to #SATX","JUGGernaut.DonDemonico.XXXtraordinary.WINGman. Scorpio Tendencies. #Knicks #Raiders Link below to hear Maryland's 🐐","https://t.co/hVBNv1SrzH",FALSE,895,539,13,97374,34207,2010-12-22 18:32:26,FALSE,"https://t.co/hVBNv1SrzH","http://dopesmoothies.com","en","https://pbs.twimg.com/profile_banners/229560233/1550187181","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1100184991420563456/KT_dxA4R_normal.jpg",31.1688935,-100.0768885
"x303654302","x1102119065269739520",2019-03-03 08:10:36,"_ImBreaaa","So I was in the store next to this woman today &amp; she’s talking to a lady &amp; goes “yeah, I’ve had the flu since yesterday” like excuse me, since yesterday? Why are you out? Contaminating the world???","Twitter for iPhone",205,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_ImBreaaa/status/1102119065269739520","brea.","Grenada,MS","AML & ABL 💗🧜‍♀️",,FALSE,1865,1157,6,96004,1002,2011-05-23 07:35:52,FALSE,,,"en","https://pbs.twimg.com/profile_banners/303654302/1548238772","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1088018493885333504/RZmdlIT8_normal.jpg",,
"x22679570","x1102118072545132545",2019-03-03 08:06:39,"handmolo","@brianmlucey I am sorry you have no idea what I am saying. AGAIN I will say that I agree with current vaccines, however where do we let governtment stop?

Would you trust Trump if he added a few more vaccines for your kids? Called them the Trump Trio and would help your kids with flu","Twitter Web Client",271,"x1102115117339197440","x45114987","brianmlucey",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x45114987","brianmlucey","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/handmolo/status/1102118072545132545","20691341 710","Ireland","",,FALSE,717,1352,2,2176,2003,2009-03-03 21:06:11,FALSE,,,"en","https://pbs.twimg.com/profile_banners/22679570/1548999618","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1091207631014952960/KnkrJzkH_normal.jpg",,
"x17962037","x1102086647548727296",2019-03-03 06:01:47,"MrsGrumpy4","@SillyBleep @EvelDick I am working on it. Thought I had the flu. Obviously not. 🙂On the positive, a scan I had caught a tumor as well, so I can only go up from here.","Twitter Web Client",143,"x1102084720823721984","x246975111","SillyBleep",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x246975111 x21999375","SillyBleep EvelDick","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MrsGrumpy4/status/1102086647548727296","Laura Harper","Houston, TX","Creator of words",,FALSE,616,755,20,12926,21045,2008-12-08 13:09:48,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3471400879/2d0f86bb5dcf0089ba580271b75cff3d_normal.jpeg",,
"x2233753886","x1102078840942153728",2019-03-03 05:30:45,"richard_embree","@andy56823369 @ufc @lionheartasmith Yeah there’s been some weird ones tonight. Woodley literally looked like he had the flu or something. End of round one he was POURING sweat like he’d been in a 4 round war already.","Twitter for iPhone",180,"x1102078156960423936","x1080274532101967873","andy56823369",FALSE,FALSE,2,0,,,,,,,,,,,,,,"x1080274532101967873 x6446742 x135620611","andy56823369 ufc lionheartasmith","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/df4875cc2df893ed.json","Bellevue","Bellevue, WA","city","United States","US","NA NA","NA NA","-122.2232093 -122.076327 -122.076327 -122.2232093 47.5349648 47.5349648 47.660748 47.660748","https://twitter.com/richard_embree/status/1102078840942153728","Richard Embree","tukwila, wa","",,FALSE,12,136,1,1603,261,2013-12-07 01:23:15,FALSE,,,"en","https://pbs.twimg.com/profile_banners/2233753886/1421271585","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/555028085863510016/5niAPkqc_normal.jpeg",47.5978564,-122.14976815
"x973169984221470720","x1102076445248102400",2019-03-03 05:21:14,"IdreesCrawley","Someone said a few days back that Woodley had the flu or something. Not sure if it was a joke or not, but he did not look like himself at all. Congrats to the new champ!!! What a statement win. #UFC235 #AfricanMMA #ATourIsComing","Twitter for iPhone",228,,,,FALSE,FALSE,3,0,"UFC235 AfricanMMA ATourIsComing",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/IdreesCrawley/status/1102076445248102400","Idrees Siddique Crawley","West Palm Beach, FL","AlHamdulillah! I am a Muslim convert, husband, Father and freelance MMA writer","https://t.co/RO9GnFOGvT",FALSE,255,395,0,4057,239,2018-03-12 12:12:59,FALSE,"https://t.co/RO9GnFOGvT","http://Www.facebook.com/MMASceneBlog","en","https://pbs.twimg.com/profile_banners/973169984221470720/1538490467",,"http://pbs.twimg.com/profile_images/1047131027603410950/COIX52xx_normal.jpg",,
"x1007046603453104133","x1102076165404196864",2019-03-03 05:20:08,"ghouleigh","@VanBiztheRapper Same! Like, I drank a little when I had the flu but I had such a bad fever I just laid there and went to sleep. I’m so in the party zone right now and I’m totally alone so it’s weird lol I’m just jamming to music basically. Work was so bad, I totally deserve it lol","Twitter for iPhone",265,"x1102075582177837056","x962020478989684738","VanBiztheRapper",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x962020478989684738","VanBiztheRapper","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ghouleigh/status/1102076165404196864","ghouleigh","United States","I’m a girl who plays games and sometimes it’s funny. 🖤 Twitch Affiliate 🖤 Musician 🖤 Random weirdo 🖤 https://t.co/xXp6Lvv6Kz","https://t.co/o99NJw1Ngw",FALSE,762,747,4,4258,8150,2018-06-13 23:46:35,FALSE,"https://t.co/o99NJw1Ngw","http://twitch.tv/ghouleigh","en","https://pbs.twimg.com/profile_banners/1007046603453104133/1551062013",,"http://pbs.twimg.com/profile_images/1099504169826824192/RYPKGWCx_normal.jpg",,
"x419630884","x1102076001373351937",2019-03-03 05:19:28,"wackpanther89","@thatfleenorguy Like he had the flu or some shit","Twitter for iPhone",32,"x1102075621260308482","x798934221351952385","thatfleenorguy",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x798934221351952385","thatfleenorguy","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/wackpanther89/status/1102076001373351937","Rodney Dixon","Columbia, Missouri","Fuck yo couch",,FALSE,146,630,0,11465,24554,2011-11-23 15:55:43,FALSE,,,"en","https://pbs.twimg.com/profile_banners/419630884/1471652506","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/659934939778039808/ycBgJcY8_normal.jpg",,
"x2927229146","x1102073944432168960",2019-03-03 05:11:18,"TazedanConfused","Props to Usman for implementing his gameplan, but Woodley looked like he had the flu or something... Literally looked like fighting was the last thing he wanted to do today.

#UFC235","Twitter for Android",182,,,,FALSE,FALSE,4,0,"UFC235",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TazedanConfused/status/1102073944432168960","TazedandConfused ⚡","Canada","Twitch Partner | Full Time Streamer | @WeAreSneak Partner | @discordapp Partner | @streamlabs Allstar | Business inquiries: business@tazedandconfused.tv","https://t.co/hyrWfOiwJz",FALSE,1578,343,14,8512,12353,2014-12-11 23:02:55,FALSE,"https://t.co/hyrWfOiwJz","http://tazedandconfused.tv","en","https://pbs.twimg.com/profile_banners/2927229146/1506532433","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1084658138240958465/rCv85jvY_normal.jpg",,
"x1363887632","x1102073297175482368",2019-03-03 05:08:44,"1thouwildfunky","@Jordanmonique_ If only. Had the flu, it was gnar.","Twitter for iPhone",34,"x1102072911840534533","x728767955597590529","Jordanmonique_",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x728767955597590529","Jordanmonique_","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/1thouwildfunky/status/1102073297175482368","Ryan Norton","Denver, CO","🌊 🤙🏻🌊","https://t.co/HLllnVVIYc",FALSE,150,344,0,624,1295,2013-04-19 08:15:11,FALSE,"https://t.co/HLllnVVIYc","https://www.instagram.com/1thouwildfunky/","en","https://pbs.twimg.com/profile_banners/1363887632/1551417707","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1094009743524446208/Qv-2gQhP_normal.jpg",,
